id,company,dateClear,rating,city,state,title,status,position,recommend,pros,cons,adviceManag,outlook,ceo,dateCollect
352730,"
iFood
",2018-01-28,3,Campinas,SP,"
No geral é uma boa, mas esteja bem SEMPRE.
",Ex-funcionário,Front-end Developer Sênior,NI," Engajamento de toda equipe com entregas, a vontade de sempre alcançar os objetivos definidos, clima descontraído e altamente produtivo, festas e comemorações acontecem sempre talvez uma forma de engajar mais."," Lado pessoal é pouco analisado, seu momento parece não ter importância, ou você está bem ou é descartável, mantenha sempre o profissional acima do pessoal se não vai se dar muito mal."," Lado pessoal é pouco analisado, seu momento parece não ter importância, ou você está bem ou é descartável, mantenha sempre o profissional acima do pessoal se não vai se dar muito mal.",NI,NI,2018-01-28
327185,"
iFood
",2018-01-28,3,Sao Paulo,SP,"
Um empresa em crescimento mas qué ainda tem muitos anos para amadurecer.
",Funcionário,Analista Júnior,Sim," Horario flexível, clima descontraído, maior flexibilidade no seu trabalho e alterações. Gestores sao como todo mundo, falam de igual ara igual."," Não há valorização do trabalho, não tem plano de carreira ou qualquer plano, não tem definição de trabalho e a dependência entre áreas e trabalho nao acompanha a modernização do sistema."," Não há valorização do trabalho, não tem plano de carreira ou qualquer plano, não tem definição de trabalho e a dependência entre áreas e trabalho nao acompanha a modernização do sistema.",NI,NI,2018-01-28
318355,"
iFood
",2018-01-28,4,NI,NI,"
Gostei um pouco
",Funcionário,Funcionário,NI, Homeofficer . Não tem muita pressão . Comissão sem teto. Ambiente agradável . A empresa e vendável. Bom pra ganhar dinheiro. Plano de saúde bom. Valores dos benefícios bons ., Fixo baixo. Não paga km . Não paga despesas de home officer. Demora a dar as ferramentas de trabalho . Nao paga estacionamento . Falta investimentos em treinamento., Fixo baixo. Não paga km . Não paga despesas de home officer. Demora a dar as ferramentas de trabalho . Nao paga estacionamento . Falta investimentos em treinamento.,NI,NI,2018-01-28
292385,"
iFood
",2018-01-28,4,Jundiai,SP,"
Recomendo
",Funcionário,Analista de Suporte Júnior,Sim," Empresa se preocupa com o bem estar dos funcionários, é flexível e divertida. Grandes chances de crescimento e ambiente de trabalho amistoso."," Pode parecer desorganizada para quem não tem facilidade de adaptação. Pressão é muito grande e sempre há metas definidas, o estresse é muito alto."," Pode parecer desorganizada para quem não tem facilidade de adaptação. Pressão é muito grande e sempre há metas definidas, o estresse é muito alto.",NI,NI,2018-01-28
274446,"
iFood
",2016-01-29,5,Campinas,SP,"
Ótimo lugar para se trabalhar
",Funcionário,Estagiário,NI," Flexibilidade de horários, o ambiente agradável e também colaborativo, além da estrutura e equipamentos excelentes e de haver """"""""""""""""""""""""""""""""comes e bebes"""""""""""""""""""""""""""""""" variados, a vontade."," Salários são competitivos mas poderiam ser um pouco melhores que a média, dado que a empresa contrata muitos profissionais com potencial elevado de universidades de ponta. O RH da empresa poderia ser um pouco mais eficiente, especialmente quanto a novas contratações."," Salários são competitivos mas poderiam ser um pouco melhores que a média, dado que a empresa contrata muitos profissionais com potencial elevado de universidades de ponta. O RH da empresa poderia ser um pouco mais eficiente, especialmente quanto a novas contratações.",NI,NI,2018-01-28
267159,"
iFood
",2016-01-29,3,Sao Paulo,SP,"
Boa empresa para trabalhar
",Funcionário,Analista de Vendas Sênior,NI, Empresa com espirito jovem ambiente descontraído sem muitas formalidades no escritório. Empresa em expansão presente em todas as principais capitais do país.," A empresa cresceu muito, e de forma um pouco desordenada. Falta mais direcionamento aos funcionários principalmente a equipe externa, que dificilmente fica atualizado das mudanças da empresa."," A empresa cresceu muito, e de forma um pouco desordenada. Falta mais direcionamento aos funcionários principalmente a equipe externa, que dificilmente fica atualizado das mudanças da empresa.",NI,NI,2018-01-28
265025,"
iFood
",2016-01-29,1,Jundiai,SP,"
Amadorismo
",Funcionário,Analista Financeiro,NI, Empresa que cresce rápido e investe muito em publicidade. Oferece benefícios e é uma empresa jovem.," Empresa mal estruturada, gestão ruim, só cresce quem é chegado dos grandes. Salários baixos, quando começa a ganhar melhor, aumentam as metas. Empresa despreparada e não está nem aí com seus funcionários e nem com os restaurantes. Só cresceu por causa da propaganda, restaurantes insatisfeitos. Não estão nem aí com o bem estar dos colaboradores."," Empresa mal estruturada, gestão ruim, só cresce quem é chegado dos grandes. Salários baixos, quando começa a ganhar melhor, aumentam as metas. Empresa despreparada e não está nem aí com seus funcionários e nem com os restaurantes. Só cresceu por causa da propaganda, restaurantes insatisfeitos. Não estão nem aí com o bem estar dos colaboradores.",NI,NI,2018-01-28
220030,"
iFood
",2016-01-29,4,Sao Paulo,SP,"
Boa empresa
",Funcionário,Estagiário,Não, O ambiente da empresa é muiyo agradável e também há espaço para crescimento.," O salário e os benefícios não são muito bons, não existem tarefas definidas por área e gestores pouco transparentes."," O salário e os benefícios não são muito bons, não existem tarefas definidas por área e gestores pouco transparentes.",NI,NI,2018-01-28
192817,"
iFood
",2016-01-29,5,Campinas,SP,"
Lugar legal com gente legal
",Funcionário,Designer,Sim," Otimo ambiente, Horario fleixvel paga bem"," Peca na organização, apesar de ainda estarmos nos estruturando"," Peca na organização, apesar de ainda estarmos nos estruturando",NI,NI,2018-01-28
108948,"
iFood
",2016-01-29,4,Sao Paulo,SP,"
Ótima para empreendedores
",Ex-funcionário,Coordenador,Sim," Ter metas, empresa jovem, remuneração variável, clima de startup"," Lideres jovens, empresa nova, muita pressão, pouco respaldo, metas que variavam ao longo do tempo."," Lideres jovens, empresa nova, muita pressão, pouco respaldo, metas que variavam ao longo do tempo.",NI,NI,2018-01-28
69577,"
iFood
",2015-01-29,4,Sao Paulo,SP,"
boa
",Funcionário,Analista de Recursos Humanos (RH) Júnior,NI," Bom ambiente de trabalho, bom relacionamento com gestor flexibilidade de horario", Beneficio defacados com o tipo de produto oferecido pela enpresa, Beneficio defacados com o tipo de produto oferecido pela enpresa,NI,NI,2018-01-28
68800,"
iFood
",2015-01-29,2,Sao Paulo,SP,"
Falta de organização
",Funcionário,Analista de Sistemas,Não," Jogos, video game no escritório Horário Flexível"," Empresa parece que foi criada procurando no google como deve ser uma start up. Apesar de dizer ter horário flexível, e escritório """"""""""""""""""""""""""""""""bacana"""""""""""""""""""""""""""""""", falam mal se utilizam desses """"""""""""""""""""""""""""""""benefícios"""""""""""""""""""""""""""""""" Salário abaixo do mercado Não dão valor para os funcionários Só cresce quem tem amizade com gestores Muita desorganização em todas as áreas"," Empresa parece que foi criada procurando no google como deve ser uma start up. Apesar de dizer ter horário flexível, e escritório """"""""""""""""""""""""""""""""bacana"""""""""""""""""""""""""""""""", falam mal se utilizam desses """"""""""""""""""""""""""""""""benefícios"""""""""""""""""""""""""""""""" Salário abaixo do mercado Não dão valor para os funcionários Só cresce quem tem amizade com gestores Muita desorganização em todas as áreas",NI,NI,2018-01-28
632860,"
Nubank
",2018-01-21,1,NI,NI,"
Muito mimimi pra nada
",Ex-funcionário,"Ex-funcionário, saiu em 2017",Não," Trabalhar com acesso a internet ilimitado é muito bom, dá uma disbaratinada na rotina ouvir aquela musica que você gosta enquanto realiza um atendimento dificil, bom também acessar suas redes sociais sem que a empresa fique te podando como acontece por aí. Beber durante o serviço mas com bom senso é uma liberdade para poucos. As festas que rolam de vez em sempre também são legais. Tudo isso compensa um salário mediano e uma rotina estressante de ficar dentro das métricas absurdas impostas pelos swats (gestores) ,além de trabalhar final de semana e feriados. É muito esforço, cobrança pra pouco retorno."," O universo do Nubank enquanto empresa é muito pequeno se pensarmos em termos de hierarquia e carreira. Há o setor de atendimento que é o pilar da empresa, RH, Marketing e Engenharia. Esses 3 últimos a empresa costuma recrutar profissionais de fora, dificilmente alguém do atendimento migra pra esses setores, não se iluda. Falando da área de atendimento a cadeia hierárquica é divida em : Xpeer/ Xmart/ Xwoman ou Xman/ Swat. Você entra como Xpeer (que na verdade é um atendente nivel 1) e se der sorte você é promovido a Xmart( atendente nivel 2). Não há critérios pra você de Xpeer virar Xmart, é aí que mora o problema, pois uma vez dentro do Nubank você automaticamente tem que fazer um atendimento excelente todo o tempo, pois a cobrança pra isso é muito grande e capacidade todos têm para ser promovido mas na pratica isso não acontece e ninguem sabe explicar porque, o que se vê ao invés de incentivos, Xpeers sendo demitidos e gente nova entrando. Os team leaders (Xman/Xwoman) tem pouco papel relevante no desenvolvimento individual e os gestores (Swats) muito menos,pois fazem analise de performance baseada apenas em métricas (numeros) que muita das vezes não reflete a realidade vivida no dia a dia pelos Xpeers, ficando tudo muito vago,confuso e nada transparente. Algo muito irritante é você parar o que você está fazendo para assistir reuniões de procedimentos que acontecem normalmente 3 x ao dia e de forma repentina, sem prévio aviso mesmo, tirando sua concentração enquanto você atende um cliente,nesses momentos o cliente deixa de ser prioridade para você ouvir bla bla na maioria das vezes irrelevante de team leader ou gestor visivelmente mal preparado para a função. É algo que poderia ser resolvido por mensagem para todos lerem sem perda de tempo a toa, eles tentam organizar mas tudo fica no final bagunçado."," O universo do Nubank enquanto empresa é muito pequeno se pensarmos em termos de hierarquia e carreira. Há o setor de atendimento que é o pilar da empresa, RH, Marketing e Engenharia. Esses 3 últimos a empresa costuma recrutar profissionais de fora, dificilmente alguém do atendimento migra pra esses setores, não se iluda. Falando da área de atendimento a cadeia hierárquica é divida em : Xpeer/ Xmart/ Xwoman ou Xman/ Swat. Você entra como Xpeer (que na verdade é um atendente nivel 1) e se der sorte você é promovido a Xmart( atendente nivel 2). Não há critérios pra você de Xpeer virar Xmart, é aí que mora o problema, pois uma vez dentro do Nubank você automaticamente tem que fazer um atendimento excelente todo o tempo, pois a cobrança pra isso é muito grande e capacidade todos têm para ser promovido mas na pratica isso não acontece e ninguem sabe explicar porque, o que se vê ao invés de incentivos, Xpeers sendo demitidos e gente nova entrando. Os team leaders (Xman/Xwoman) tem pouco papel relevante no desenvolvimento individual e os gestores (Swats) muito menos,pois fazem analise de performance baseada apenas em métricas (numeros) que muita das vezes não reflete a realidade vivida no dia a dia pelos Xpeers, ficando tudo muito vago,confuso e nada transparente. Algo muito irritante é você parar o que você está fazendo para assistir reuniões de procedimentos que acontecem normalmente 3 x ao dia e de forma repentina, sem prévio aviso mesmo, tirando sua concentração enquanto você atende um cliente,nesses momentos o cliente deixa de ser prioridade para você ouvir bla bla na maioria das vezes irrelevante de team leader ou gestor visivelmente mal preparado para a função. É algo que poderia ser resolvido por mensagem para todos lerem sem perda de tempo a toa, eles tentam organizar mas tudo fica no final bagunçado.",NI,NI,2018-01-28
632195,"
Nubank
",2018-01-20,1,NI,NI,"
Perda de tempo no meu currículo.
",Ex-funcionário,Analista de Atendimento,Não," Se você tem idade entre 18 e 30 anos e não tem muita experiência no seu currículo, ou é seu primeiro emprego (precisa começar em algum lugar né?), não liga de trabalhar aos finais de semana,nem em feriados e além disso não se importa com rotatividade (entenda isso como ser demitido a qualquer hora) talvez seja a empresa para você. Se você não se encaixa nessa descrição,nem perca seu tempo como eu perdi nessa empresa."," Não sei por que eles pedem que o candidato tenha inglês na entrevista se em nenhum momento você utiliza no seu trabalho do dia a dia, a coisa já começa errado por aí. Tão pouco sua formação universitária fará alguma diferença lá dentro, já que você vai trabalhar com atendimento a cliente via chat/email ou telefone, portanto não é necessário ter nível superior para fazer isso. Dois grandes problemas pra quem entra nessa área de atendimento do Nubank são a rotatividade e a ausência de um plano de carreira, uma coisa está atrelada a outra. Existe uma galera lá dentro já estabelecida em cargos de liderança, pessoal que rapidamente foi promovido nos anos iniciais da empresa, daí quem entrou depois não sobe, porque essa galera que já está lá não sai dos cargos, o que explica a rotatividade do pessoal de atendimento. Para algumas pessoas pode não ser um problema ficar fazendo a mesma coisa e não se importar em subir de cargo tão rápido mas o Nubank não encara numa boa se você é do tipo que procura estabilidade, o que é uma atitude normal de quem precisa trabalhar, inexplicavelmente você fica sujeito a ser demitido, mesmo você estando dentro das métricas deles, não importa se você tem seis meses de empresa ou dois anos. Não existem outras áreas dentro do Nubank (plano de carreira)pra você querer mudar, porque todas as áreas fazem a mesma coisa(atendimento a cliente) então é non sense você mudar de área pra fazer o mesmo tipo de trabalho, apenas de modo figurativo. Pessoal sem know how pra cargos de liderança, te dão feedbacks vagos do seu trabalho toda hora, tornando a rotina cansativa e mesmo você tentando ajustar e assimilar os feedbacks numa boa e ainda havendo melhorias, você é demitido mesmo assim com uma justificativa absurdamente vaga como """"""""""""""""""""""""""""""""performance"""""""""""""""""""""""""""""""" ou """"""""""""""""""""""""""""""""problemas com a cultura"""""""""""""""""""""""""""""""". Não existe RH nessas horas pra um plano de ação, o Nubank de 2017 pra cá virou uma máquina de entra e sai de pessoas a toda hora, sem muita explicação lógica. Pra mim foi uma péssima experiência e perda de tempo."," Não sei por que eles pedem que o candidato tenha inglês na entrevista se em nenhum momento você utiliza no seu trabalho do dia a dia, a coisa já começa errado por aí. Tão pouco sua formação universitária fará alguma diferença lá dentro, já que você vai trabalhar com atendimento a cliente via chat/email ou telefone, portanto não é necessário ter nível superior para fazer isso. Dois grandes problemas pra quem entra nessa área de atendimento do Nubank são a rotatividade e a ausência de um plano de carreira, uma coisa está atrelada a outra. Existe uma galera lá dentro já estabelecida em cargos de liderança, pessoal que rapidamente foi promovido nos anos iniciais da empresa, daí quem entrou depois não sobe, porque essa galera que já está lá não sai dos cargos, o que explica a rotatividade do pessoal de atendimento. Para algumas pessoas pode não ser um problema ficar fazendo a mesma coisa e não se importar em subir de cargo tão rápido mas o Nubank não encara numa boa se você é do tipo que procura estabilidade, o que é uma atitude normal de quem precisa trabalhar, inexplicavelmente você fica sujeito a ser demitido, mesmo você estando dentro das métricas deles, não importa se você tem seis meses de empresa ou dois anos. Não existem outras áreas dentro do Nubank (plano de carreira)pra você querer mudar, porque todas as áreas fazem a mesma coisa(atendimento a cliente) então é non sense você mudar de área pra fazer o mesmo tipo de trabalho, apenas de modo figurativo. Pessoal sem know how pra cargos de liderança, te dão feedbacks vagos do seu trabalho toda hora, tornando a rotina cansativa e mesmo você tentando ajustar e assimilar os feedbacks numa boa e ainda havendo melhorias, você é demitido mesmo assim com uma justificativa absurdamente vaga como """"""""""""""""""""""""""""""""performance"""""""""""""""""""""""""""""""" ou """"""""""""""""""""""""""""""""problemas com a cultura"""""""""""""""""""""""""""""""". Não existe RH nessas horas pra um plano de ação, o Nubank de 2017 pra cá virou uma máquina de entra e sai de pessoas a toda hora, sem muita explicação lógica. Pra mim foi uma péssima experiência e perda de tempo.",NI,NI,2018-01-28
631154,"
Nubank
",2018-01-19,5,Sao Paulo,SP,"
Uma startup digna do nome.
",Funcionário,Business Analyst,NI," - Possiblidade de crescimento rapido (e em alguns casos muito rápido) - Voce vai ser realmente julgado pelo que vc entrega, o nível de politicagem é significantemente menor, pincipalmente em relação a remuneração e crescimento do que em outras empresas - Liberdade e independencia para resolver os problemas - Possibilidade de ganhar participacao acionaria real (e nao insignificante) - O que sinceramente vale mais para min do que todos os pontos negativos. Pensamento de dono sem contrapartida é hipócrita. - Pessoas são muito boas tecnicamente. - Sem muito burocracia desnecessaria"," - Dores de crescimento sao reais. Voce vai trabalhar muitas vezes com menos recursos que gostaria, tendo que as vezes fazer um trabalho que potencialmente nao era seu. - Pessoas muito novas e sem treinamento em gestao costuma cometer erros evitaveis na gestao de pessoas (isso esta sendo mudado lentamente)"," - Dores de crescimento sao reais. Voce vai trabalhar muitas vezes com menos recursos que gostaria, tendo que as vezes fazer um trabalho que potencialmente nao era seu. - Pessoas muito novas e sem treinamento em gestao costuma cometer erros evitaveis na gestao de pessoas (isso esta sendo mudado lentamente)",NI,NI,2018-01-28
628127,"
Nubank
",2018-01-26,5,Sao Paulo,SP,"
O nirvana cor de roxo
",Funcionário,Analista de Suporte Bilíngue,NI, Tudo é incrível. Nós somos incríveis munidos de um produto espetacular e uma equipe maravilhosa. Ninguém sai daqui sem se sentir amado. Aqui é o nirvana da corporação moderna. #somosnu," Eu acredito que em algum ponto todos precisamos melhorar. A única coisa ÚNICA coisa são os atrasos na hora de começar eventos durante o período de treinamento. Mas gente, isso nem é ponto negativo. Isso aqui é lindo!! ������"," Eu acredito que em algum ponto todos precisamos melhorar. A única coisa ÚNICA coisa são os atrasos na hora de começar eventos durante o período de treinamento. Mas gente, isso nem é ponto negativo. Isso aqui é lindo!! ������",NI,NI,2018-01-28
626023,"
Nubank
",2018-01-25,2,Sao Paulo,SP,"
Nem tudo é como dizem por ai...
",Ex-funcionário,Customer Experience Analyst Sênior,NI," A empresa tem um ambiente agradabilíssimo para se trabalhar, o clima é delicioso, o que faz com que o trabalho seja mais fácil de ser realizado. Além disso, o fato de ter cachorros no escritório, deixam o dia a dia ainda mais leve. Por fim, a empresa preza por respeito ao ser humano, sem preconceitos e não tolera qualquer tipo de discriminação, o que orgulha qualquer funcionário de fazer parte do time."," Acredito que a cultura do Nubank é muito boa, mas veio se perdendo ao longo do tempo, pois as pessoas que estão no cargo de gestão não multiplicam esses valores no dia a dia. Muito se fala sobre confiança e sentimento de dono, mas muitos dos Swats (team leaders) não sabem separar o lado pessoal do profissional e, por antipatia pessoal, prejudicam os funcionários. Se você não é uma pessoa que fica nos happy hours, é tido como antipático/antissocial."," Acredito que a cultura do Nubank é muito boa, mas veio se perdendo ao longo do tempo, pois as pessoas que estão no cargo de gestão não multiplicam esses valores no dia a dia. Muito se fala sobre confiança e sentimento de dono, mas muitos dos Swats (team leaders) não sabem separar o lado pessoal do profissional e, por antipatia pessoal, prejudicam os funcionários. Se você não é uma pessoa que fica nos happy hours, é tido como antipático/antissocial.",NI,NI,2018-01-28
622419,"
Nubank
",2018-01-20,2,NI,NI,"
Bom pra inicantes
",Ex-funcionário,"Ex-funcionário, saiu em 2017",NI," Apesar de ser uma empresa nova em comparação as demais do segmento financeiro, o Nubank está bem posicionado no mercado financeiro com um produto diferenciado: cartão de crédito sem anuidade com um aplicativo funcional e bem direcionado pra quem é muito antenado a tecnologia. O ambiente de trabalho é descolado, com uma galera bem jovem e todos se ajudam. Você pode até levar seu dog pra trabalhar com você em qualquer dia da semana, as vezes o barulho dos cães atrapalham um pouco se você está com algum cliente no telefone. Beneficios ok. Empresa ideal pra quem está começando a vida profissional e não tem muita bagagem anterior pra adquirir experiencia. Trabalho é bem dividido, não importa aonde você irá trabalhar dentro do Nubank você sempre irá trabalhar com atendimento a cliente por chat/telefone e ou e-mail. O legal é que você raramente fica o dia inteiro em apenas uma atividade, porém com o passar do tempo você nota que não há uma perspectiva de futuro pois todos os setores praticamente fazem a mesma coisa, mudando apenas a nomenclatura. Exceto se você for um engenheiro."," A tecnologia está aí para todos mas nem todos estão aí pra tecnologia. Esse é o perfil do cliente que contata o Nubank diariamente. O cara que é antenado com a tecnologia do aplicativo raramente vai entrar em contato, só se acontecer alguma coisa muito fora da curva, portanto é necessário ter muita paciência, pois entre outras coisas, lidar com clientes que não sabem imprimir um boleto do e-mail, pode ser complicado. Não é uma empresa recomendável se você procura estabilidade ou plano de carreira, pois isso não existe devido a alta rotatividade dos atendentes (xpeers) por N motivos. A impressão que ficou é que só se deu bem lá no Nubank quem pegou a empresa no começo (2015 e 2016). Feedbacks de acompanhamento dos gestores (lá eles chamam de Xman/swots) na hora de fazer sua performance são subjetivos demais e sem consistência por estes terem pouco amadurecimento profissional, afinal é uma galera muito jovem e inexperiente em cargos de liderança. Eles partem de um principio de que tudo pode ser feito melhor e a impressão que passa é que tudo que você faz não é bom o suficiente mesmo você atendendo todas as solicitações dos clientes. Hora extra deveria ser opcional e não obrigatório, há setores que fazem hora extra todo final de semana,complicado se a pessoa tem outros compromissos a serem feitos em um final de semana."," A tecnologia está aí para todos mas nem todos estão aí pra tecnologia. Esse é o perfil do cliente que contata o Nubank diariamente. O cara que é antenado com a tecnologia do aplicativo raramente vai entrar em contato, só se acontecer alguma coisa muito fora da curva, portanto é necessário ter muita paciência, pois entre outras coisas, lidar com clientes que não sabem imprimir um boleto do e-mail, pode ser complicado. Não é uma empresa recomendável se você procura estabilidade ou plano de carreira, pois isso não existe devido a alta rotatividade dos atendentes (xpeers) por N motivos. A impressão que ficou é que só se deu bem lá no Nubank quem pegou a empresa no começo (2015 e 2016). Feedbacks de acompanhamento dos gestores (lá eles chamam de Xman/swots) na hora de fazer sua performance são subjetivos demais e sem consistência por estes terem pouco amadurecimento profissional, afinal é uma galera muito jovem e inexperiente em cargos de liderança. Eles partem de um principio de que tudo pode ser feito melhor e a impressão que passa é que tudo que você faz não é bom o suficiente mesmo você atendendo todas as solicitações dos clientes. Hora extra deveria ser opcional e não obrigatório, há setores que fazem hora extra todo final de semana,complicado se a pessoa tem outros compromissos a serem feitos em um final de semana.",NI,NI,2018-01-28
621142,"
Nubank
",2018-01-19,5,Sao Paulo,SP,"
Espírito Empreendedor
",Funcionário,Funcionário,Sim," É uma empresa super orientada a disrupção e influência no mercado financeiro. Tem um ambiente propício a quem possui espírito empreendedor e se desafia constantemente. É uma gestão descentralizada e modelo estrutural híbrido, permitindo muita horizontalidade."," É uma empresa em constante expansão e que possui um ritmo muito acelerado, por ser 24/7 não atende a todos os gostos, principalmente em escalas de trabalho. Mas essa é uma dor do crescimento e foco na melhor experiência para o cliente. A gestão está em constante evolução e muito orientada a mitigar os grande dilemas."," É uma empresa em constante expansão e que possui um ritmo muito acelerado, por ser 24/7 não atende a todos os gostos, principalmente em escalas de trabalho. Mas essa é uma dor do crescimento e foco na melhor experiência para o cliente. A gestão está em constante evolução e muito orientada a mitigar os grande dilemas.",NI,NI,2018-01-28
609407,"
Nubank
",2018-01-28,2,Sao Paulo,SP,"
Nem tudo que reluz é ouro
",Ex-funcionário,Analista de Customer Service,Não," O ambiente da empresa é muito bom, empresa de perfil jovem até 30 anos, o que é 90% das pessoas, os funcionários tem uma liberdade bastante rara do que na grande maioria das empresas por aí: tem gente que vai trabalhar de bermuda, chinelo, camiseta estampada, ninguém usa roupa social. Os benefícios também são bacanas convênio médico, convênio odontológico (opcional) e vale-refeição compatível com o mercado, pois a região onde a empresa fica é bem cara pra se almoçar todo dia e as vezes o vale refeição acaba uma semana antes de renovar o crédito, se você não se policiar. Horários e dias de trabalho flexiveis: manhã/tarde/noite/madrugada variando de terça a sábado, domingo a quinta e segunda a sexta(se vc tiver sorte). Salário razoável pra a faixa etária descrita, ótimo pra quem é iniciante e ruim pra quem já tem uma experiência no mercado."," Rotatividade é muito grande na empresa, isso chega a ser assustador,muita gente entrando e saindo quase todo mês por motivos diversos. Percebe-se que a equipe de RH (People&Culture) tem nenhuma atuação na retenção e desenvolvimento de talentos. Se você é o do tipo de pessoa que tem uma vida social intensa aos finais de semana, esqueça se você entrar no Nubank. Dependendo do setor que você for designado, você é obrigado a pegar pelo o menos 2 finais de semana ao mês para fazer hora extra e mesmo que você não pegue pra fazer, você é sorteado involuntariamente, correndo o risco de cair em um horário desagradável para trabalhar. Como a empresa é regime 24 horas, esqueça feriados livres, incluindo Natal e Ano novo, o que é um absurdo, ao menos essas duas datas deveriam ser livres como acontece no resto do mundo. Plano de carreira é outro ponto negativo forte: não há. Não existe um caminho a ser seguido pra vc ser promovido dentro do Nubank, muito disso é culpa dos gestores (Swots) terem pouca experiencia de mercado e não darem feedbacks consistentes, ficando tudo muito subjetivo e oba oba."," Rotatividade é muito grande na empresa, isso chega a ser assustador,muita gente entrando e saindo quase todo mês por motivos diversos. Percebe-se que a equipe de RH (People&Culture) tem nenhuma atuação na retenção e desenvolvimento de talentos. Se você é o do tipo de pessoa que tem uma vida social intensa aos finais de semana, esqueça se você entrar no Nubank. Dependendo do setor que você for designado, você é obrigado a pegar pelo o menos 2 finais de semana ao mês para fazer hora extra e mesmo que você não pegue pra fazer, você é sorteado involuntariamente, correndo o risco de cair em um horário desagradável para trabalhar. Como a empresa é regime 24 horas, esqueça feriados livres, incluindo Natal e Ano novo, o que é um absurdo, ao menos essas duas datas deveriam ser livres como acontece no resto do mundo. Plano de carreira é outro ponto negativo forte: não há. Não existe um caminho a ser seguido pra vc ser promovido dentro do Nubank, muito disso é culpa dos gestores (Swots) terem pouca experiencia de mercado e não darem feedbacks consistentes, ficando tudo muito subjetivo e oba oba.",NI,NI,2018-01-28
609371,"
Nubank
",2018-01-28,4,Sao Paulo,SP,"
Excelente ambiente de trabalho, com bastante desafios e pouca previsibilidade.
",Funcionário,Analista de Recursos Humanos (RH),NI," Acho que a coisa mais bacana sobre o Nu é que aqui você pode ser você mesmo sem temer qualquer tipo de discriminação ou julgamento. É um ambiente extremamente tranquilo, colaborativo e motivador. Além disso, os desafios que o dia-a-dia proporciona e a imprevisibilidade sobre o futuro são coisas que tornam o trabalho ainda mais empolgante.", A gestão da comunicação interna ainda é bem confusa e o fato de ter diferentes partes envolvidas em alguns processos decisórios demanda mais tempo do que deveria ser necessário., A gestão da comunicação interna ainda é bem confusa e o fato de ter diferentes partes envolvidas em alguns processos decisórios demanda mais tempo do que deveria ser necessário.,NI,NI,2018-01-28
608315,"
Nubank
",2018-01-28,3,Sao Paulo,SP,"
Ambiente legal
",Ex-funcionário,"Ex-funcionário, saiu em 2017",Sim," O ambiente de trabalho é um dos maiores benefícios, tanto fisicamente quanto socialmente. Tudo é extremamente bem cuidado para que funcione e você se sinta bem. Crescimento rápido pra quem não dorme no ponto."," A categoria de xpeer é a que mais trabalha na empresa pois o atendimento é 24h. Ocasionalmente pedem para que trabalhe 4 finais de semana e te dão um dia de """"""""""""""""""""""""""""""""folga"""""""""""""""""""""""""""""""". Poderiam ser um pouco mais compreensivos por esse lado."," A categoria de xpeer é a que mais trabalha na empresa pois o atendimento é 24h. Ocasionalmente pedem para que trabalhe 4 finais de semana e te dão um dia de """"""""""""""""""""""""""""""""folga"""""""""""""""""""""""""""""""". Poderiam ser um pouco mais compreensivos por esse lado.",NI,NI,2018-01-28
601360,"
Nubank
",2017-11-29,5,Sao Paulo,SP,"
Um sonho de empresa
",Funcionário,Customer Experience Analyst,Sim, Ambiente totalmente descontraído e totalmente montado para proporcionar conforto e segurança aos colaboradores. Pessoas extremamente competentes e amigáveis.," Não consigo enxergar pontos negativos nesta empresa. Somos muito bem tratados, as exigências e cobranças estão dentro do esperado normal de qualquer empresa."," Não consigo enxergar pontos negativos nesta empresa. Somos muito bem tratados, as exigências e cobranças estão dentro do esperado normal de qualquer empresa.",NI,NI,2018-01-28
600626,"
Nubank
",2017-11-29,5,Sao Paulo,SP,"
Um ótimo lugar para trabalhar, um excelente local para criar raízes.
",Funcionário,Customer Experience Analyst,NI," A empresa tem um ambiente incrível de trabalho, a maior parte das pessoas está ali dispostas a te ajudar, sinto que cada dia que passa meu desenvolvimento tem se aprofundado graças aos lideres que estão presentes quase que lado a lado com você."," Para mim o único ponto negativo é que a empresa ainda é muito nova e peca em alguns aspectos como RH, treinamento de liderança para alguns cargos e um melhor otimização no sistema smart thinking, porém a empresa ainda está se desenvolvendo, se transformando e isso é muito bom para aqueles que possuem um perfil de empreendedor, afinal, ali você vive em uma cultura de Ownership."," Para mim o único ponto negativo é que a empresa ainda é muito nova e peca em alguns aspectos como RH, treinamento de liderança para alguns cargos e um melhor otimização no sistema smart thinking, porém a empresa ainda está se desenvolvendo, se transformando e isso é muito bom para aqueles que possuem um perfil de empreendedor, afinal, ali você vive em uma cultura de Ownership.",NI,NI,2018-01-28
